ticker,name,sector,sub_industry,index,first_seen,last_seen_in_index,status,dropped_on,security_type
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,,,NYSE,2026-09-04,2026-09-25,active,,debt
DTI,Drilling Tools International Corporation  - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DTIL,"Precision BioSciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,,,NYSE,2026-09-04,2026-09-25,active,,debt
DTM,DT Midstream,Energy,Oil & Gas Storage & Transportation,S&P 400,2026-09-04,2026-09-25,active,,operating
DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
DTST,Data Storage Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,,,NYSE,2026-09-04,2026-09-25,active,,debt
DUK,Duke Energy,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,,,NYSE,2026-09-04,2026-09-25,active,,debt
DUKR,DUKE Robotics Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DUKU,Duke Energy Corporation Corporate Units,,,NYSE,2026-09-04,2026-09-25,active,,equity_units
DUOL,Duolingo,Consumer Discretionary,Education Services,S&P 400,2026-09-04,2026-09-25,active,,operating
DUOT,"Duos Technologies Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DV,DoubleVerify Holdings Inc.,Communication Services,Advertising,S&P 600,2026-09-04,2026-09-25,active,,operating
DVA,DaVita,Health Care,Health Care Services,S&P 500,2026-09-04,2026-09-25,active,,operating
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
DWSN,Dawson Geophysical Company - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DWTX,"Dogwood Therapeutics, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DX,"Dynex Capital, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,S&P 600,2026-09-04,2026-09-25,active,,operating
DXCM,Dexcom,Health Care,Health Care Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
DXPE,"DXP Enterprises, Inc.",Industrials,Trading Companies & Distributors,S&P 600,2026-09-04,2026-09-25,active,,operating
DXR,Daxor Corporation - Closed End Fund,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DXST,Decent Holding Inc. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DXYZ,Destiny Tech100 Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
DY,Dycom Industries,Industrials,Construction & Engineering,S&P 400,2026-09-04,2026-09-25,active,,operating
DYAI,"Dyadic International, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DYN,"Dyne Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
DYNC,Dynamix Corporation - Class A Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
DYOR,Insight Digital Partners II - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
E,ENI S.p.A. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
EAD,Allspring Income Opportunities Fund Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,cef
EAF,GrafTech International Ltd. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",,,NYSE,2026-09-04,2026-09-25,active,,debt
EAT,Brinker International,Consumer Discretionary,Restaurants,S&P 400,2026-09-04,2026-09-25,active,,operating
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,S&P 500,2026-09-04,2026-09-25,active,,operating
EBC,"Eastern Bankshares, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
EBF,"Ennis, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EBS,Emergent BioSolutions Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ECBK,"ECB Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ECCU,Eagle Point Credit Company 7.75% Notes due 2030,,,NYSE,2026-09-04,2026-09-25,active,,debt
ECCV,Eagle Point Credit Company 5.375% Notes due 2029,,,NYSE,2026-09-04,2026-09-25,active,,debt
ECF,Ellsworth Growth and Income Fund Ltd.,,,NYSE American,2026-09-04,2026-09-25,active,,cef
ECG,"Everus Construction Group, Inc.",Industrials,Construction & Engineering,S&P 600,2026-09-04,2026-09-25,active,,operating
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,S&P 500,2026-09-04,2026-09-25,active,,operating
ECL,Ecolab,Materials,Specialty Chemicals,S&P 500,2026-09-04,2026-09-25,active,,operating
ECO,Okeanis Eco Tankers Corp. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ECOR,"electroCore, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ECPG,"Encore Capital Group, Inc.",Financials,Consumer Finance,S&P 600,2026-09-04,2026-09-25,active,,operating
ECVT,Ecovyst Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ECX,ECARX Holdings Inc. - Class A Ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ED,Consolidated Edison,Utilities,Multi-Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
EDBL,Edible Garden AG Incorporated - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
EDHL,Everbright Digital Holding Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDIT,"Editas Medicine, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDRY,EuroDry Ltd. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDSA,"Edesa Biotech, Inc. - Common Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",,,NYSE,2026-09-04,2026-09-25,active,,operating
EDUC,Educational Development Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EDVA,"Endovia Health Sciences, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
EE,"Excelerate Energy, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EEA,"The European Equity Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
EEFT,Euronet Worldwide,Financials,Transaction & Payment Processing Services,S&P 400,2026-09-04,2026-09-25,active,,operating
EEIQ,EpicQuest Education Group International Limited - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EFC,"Ellington Financial, Inc.",Financials,Specialized Finance,S&P 600,2026-09-04,2026-09-25,active,,operating
EFOI,"Energy Focus, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EFOR,Everforth Inc.,Information Technology,IT Consulting & Other Services,S&P 600,2026-09-04,2026-09-25,active,,operating
EFSC,Enterprise Financial Services Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EFSI,Eagle Financial Services Inc - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EFX,Equifax,Industrials,Research & Consulting Services,S&P 500,2026-09-04,2026-09-25,active,,operating
EFXT,Enerflex Ltd Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
EG,Everest Group,Financials,Reinsurance,S&P 500,2026-09-04,2026-09-25,active,,operating
EGAN,eGain Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EGBN,Eagle Bancorp Inc,Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
EGG,Enigmatig Limited Class A Ordinary Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
EGHA,EGH Acquisition Corp. - Class A ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
EGHT,8x8 Inc - Common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EGO,Eldorado Gold Corporation Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
EGP,EastGroup Properties,Real Estate,Industrial REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
EGY,"VAALCO Energy, Inc.  Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EH,EHang Holdings Limited - ADS,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EHC,Encompass Health,Health Care,Health Care Facilities,S&P 400,2026-09-04,2026-09-25,active,,operating
EHGO,Eshallgo Inc. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EHI,Western Asset Global High Income Fund Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EHLD,Euroholdings Ltd. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EHTH,"eHealth, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EIG,"Employers Holdings, Inc.",Financials,Property & Casualty Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
EIKN,"Eikon Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EIX,Edison International,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,S&P 500,2026-09-04,2026-09-25,active,,operating
ELA,Envela Corporation Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
ELAB,PMGC Holdings Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELAN,Elanco,Health Care,Pharmaceuticals,S&P 400,2026-09-04,2026-09-25,active,,operating
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",,,NYSE,2026-09-04,2026-09-25,active,,debt
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELE,Elemental Royalty Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELF,e.l.f. Beauty,Consumer Staples,Personal Care Products,S&P 400,2026-09-04,2026-09-25,active,,operating
ELLA,Ellington Credit Company 8.50% Notes due 2031,,,NYSE,2026-09-04,2026-09-25,active,,debt
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),,,NYSE American,2026-09-04,2026-09-25,active,,operating
ELMD,"Electromed, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
ELME,Elme Communities Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ELMT,The Elmet Group Co. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELOG,Eastern International Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-17,dropped,2026-09-17,operating
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELS,Equity Lifestyle Properties,Real Estate,Single-Family Residential REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
ELTK,Eltek Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELTX,"Elicio Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELV,Elevance Health,Health Care,Managed Health Care,S&P 500,2026-09-04,2026-09-25,active,,operating
ELVA,Electrovaya Inc. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELVR,Elevra Lithium Limited - American Depository Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ELWT,"Elauwit Connection, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EMA,Emera Incorporated Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
EMAT,Evolution Metals & Technologies Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EMBC,Embecta Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EMBJ,Embraer S.A. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EME,Emcor,Industrials,Construction & Engineering,S&P 500,2026-09-04,2026-09-25,active,,operating
EMF,Templeton Emerging Markets Fund Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
EML,Eastern Company (The) - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",,,NYSE,2026-09-04,2026-09-25,active,,debt
EMPD,Empery Digital Inc. - Common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
ENB,Enbridge Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ENGN,enGene Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENGS,Energys Group Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENHA,Enhanced Group Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",,,NYSE,2026-09-04,2026-09-25,active,,debt
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENLV,Enlivex Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",,,NYSE,2026-09-04,2026-09-25,active,,debt
ENOV,Enovis,Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
ENR,Energizer,Consumer Staples,Household Products,S&P 600,2026-09-04,2026-09-25,active,,operating
ENS,EnerSys,Industrials,Electrical Components & Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
ENSG,Ensign Group,Health Care,Health Care Facilities,S&P 400,2026-09-04,2026-09-25,active,,operating
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENTG,Entegris,Information Technology,Semiconductor Materials & Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
ENTX,Entera Bio Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENVA,"Enova International, Inc.",Financials,Consumer Finance,S&P 600,2026-09-04,2026-09-25,active,,operating
ENVB,"Enveric Biosciences, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ENVX,Enovix Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EOCN,Eocene Ltd. - Ordinary Shares,,,Nasdaq,2026-09-10,2026-09-25,active,,operating
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
EOLS,"Evolus, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EONR,EON Resources Inc. Class A Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,,,NYSE,2026-09-04,2026-09-25,active,,cef
EP,Empire Petroleum Corporation Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
EPAC,Enerpac Tool Group,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,S&P 600,2026-09-04,2026-09-25,active,,operating
EPC,Edgewell Personal Care,Consumer Staples,Household Products,S&P 600,2026-09-04,2026-09-25,active,,operating
EPD,Enterprise Products Partners L.P. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,lp
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
EPR,EPR Properties,Real Estate,Other Specialized REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,Diversified REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EPSN,Epsilon Energy Ltd. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EQ,"Equillium, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EQBK,"Equity Bancshares, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EQH,Equitable Holdings,Financials,Diversified Financial Services,S&P 400,2026-09-04,2026-09-25,active,,operating
EQIX,Equinix,Real Estate,Data Center REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
EQNR,Equinor ASA,,,NYSE,2026-09-04,2026-09-25,active,,operating
EQPT,EquipmentShare.com Inc - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EQS,"Equus Total Return, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,bdc
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
EQX,Equinox Gold Corp. Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
ERAS,"Erasca, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ERC,Allspring Multi-Sector Income Fund Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,cef
ERH,Allspring Utilities and High Income Fund Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,cef
ERIE,Erie Indemnity,Financials,Insurance Brokers,S&P 500,2026-09-04,2026-09-25,active,,operating
ERII,"Energy Recovery, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ERNA,Ernexa Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ERO,Ero Copper Corp. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
EROC,"ERock, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",,,NYSE,2026-09-04,2026-09-25,active,,lp
ES,Eversource Energy,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
ESAB,ESAB,Industrials,Industrial Machinery & Supplies & Components,S&P 400,2026-09-04,2026-09-25,active,,operating
ESCA,"Escalade, Incorporated - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESE,ESCO Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
ESEA,Euroseas Ltd. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESI,Element Solutions,Materials,Specialty Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
ESLT,Elbit Systems Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESNT,Essent Group Ltd.,Financials,Commercial & Residential Mortgage Finance,S&P 400,2026-09-04,2026-09-25,active,,operating
ESOA,Energy Services of America Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESP,Espey Mfg. & Electronics Corp. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
ESTA,Establishment Labs Holdings Inc. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ESTC,Elastic N.V. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
ESYN,EnerSyn Global Inc. - Common Stock,,,Nasdaq,2026-09-22,2026-09-25,active,,operating
ET,Energy Transfer LP Common Units,,,NYSE,2026-09-04,2026-09-25,active,,lp
ETD,Ethan Allen Interiors Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ETOR,eToro Group Ltd. - Class A Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ETR,Entergy,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
ETRA,"Electra Therapeutics, Inc. - Common stock",,,Nasdaq,2026-09-18,2026-09-25,active,,operating
ETS,Elite Express Holding Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ETSS,Energy Transition Special Opportunities Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
ETSY,Etsy,Consumer Discretionary,Broadline Retail,S&P 600,2026-09-04,2026-09-25,active,,operating
EU,enCore Energy Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EUDA,Euda Health Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
EVC,Entravision Communications Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
EVCM,EverCommerce Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EVER,"EverQuote, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EVEX,"Eve Holding, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EVF,Eaton Vance Senior Income Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EVGO,EVgo Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EVH,"Evolent Health, Inc Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EVI,"EVI Industries, Inc.  Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EVMN,"Evommune, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
EVN,Eaton Vance Municipal Income Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
EVR,Evercore,Financials,Investment Banking & Brokerage,S&P 400,2026-09-04,2026-09-25,active,,operating
EVRG,Evergy,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
EVTC,"EVERTEC, Inc.",Financials,Transaction & Payment Processing Services,S&P 600,2026-09-04,2026-09-25,active,,operating
EVTL,Vertical Aerospace Ltd. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
EW,Edwards Lifesciences,Health Care,Health Care Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
EWAV,East West Ave Acquisition Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
EWBC,East West Bancorp,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EXC,Exelon,Utilities,Electric Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
EXEL,Exelixis,Health Care,Biotechnology,S&P 400,2026-09-04,2026-09-25,active,,operating
EXFY,"Expensify, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),,,NYSE,2026-09-04,2026-09-25,active,,operating
EXLS,EXL Service,Industrials,Data Processing & Outsourced Services,S&P 400,2026-09-04,2026-09-25,active,,operating
EXOD,"Exodus Movement, Inc. Class A Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
EXOZ,eXoZymes Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EXP,Eagle Materials,Materials,Construction Materials,S&P 400,2026-09-04,2026-09-25,active,,operating
EXPD,Expeditors International,Industrials,Air Freight & Logistics,S&P 500,2026-09-04,2026-09-25,active,,operating
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,2026-09-04,2026-09-25,active,,operating
EXPO,"Exponent, Inc.",Industrials,Research & Consulting Services,S&P 400,2026-09-04,2026-09-25,active,,operating
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
EXTR,"Extreme Networks, Inc.",Information Technology,Communications Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
EXYN,"Exyn Technologies, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
EYE,National Vision Holdings,Consumer Discretionary,Specialty Stores,S&P 600,2026-09-04,2026-09-25,active,,operating
EYPT,"EyePoint, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
