date,ticker,name,sector,sub_industry,index,price,change_pct,market_cap,pe,volume,analyst_count,benford_mad,earnings_consistency,earnings_date,edgar_updated,eps_growth_yoy,ev_ebitda,ev_revenue,fcf_growth_yoy,fcf_yield,gross_margin,gross_margin_trend,high52w_proximity,insider_buyer_count_90d,insider_cluster_max_30d,insider_cluster_score,insider_net_buy_90d,insider_ownership,insider_seller_count_90d,insider_tx_count_90d,insider_updated,inst_ownership,last_updated,neglect_score,net_debt_ebitda,news_count_7d,news_lm_avg,news_vader_avg,op_margin_stability,operating_margin,price_book,rel_strength_sp500,return_12_2,return_1m,return_52w,revenue_acceleration,revenue_growth_yoy,roe_ttm,volume_trend
2026-09-03,MMM,3M,Industrials,Industrial Conglomerates,S&P 500,168.31,,86801244160,29.8422,3005739,17,0.0059,0.82044,2026-07-21,2026-09-03,0.328,14.598,3.761,-0.650014,0.073157,0.39408,,-0.089724,0,0,0,-4311551.11,0.00096,5,5,2026-09-03,0.76821,2026-09-03,0.411111,1.211005,4,0.5,0.575,0.023782,0.20354,29.404263,-0.09403,0.103953,-0.018883,0.085069,0.011826,0.025,0.81892,-0.250604
2026-09-03,AOS,A. O. Smith,Industrials,Building Products,S&P 500,60.53,2.1431,8226546176,16.493187,1333375,11,0.0111,0.916628,2026-07-30,2026-09-03,-0.15,11.13,2.292,1.483822,0.058908,0.38592,-0.006523,-0.260657,,,,,0.00462,,,,1.18082,2026-09-03,0.294444,0.632768,15,0.066667,0.041933,0.01392,0.18929,4.466499,-0.363296,-0.171158,-0.013038,-0.184196,0.012064,-0.007,0.27133,-0.234784
2026-09-03,ABT,Abbott Laboratories,Health Care,Health Care Equipment,S&P 500,108.79,-1.52078,188248408064,35.207123,5297460,25,0.0078,0.863699,2026-10-14,2026-09-03,-0.475,18.493,4.637,-0.313189,0.038296,0.56847,,-0.208742,0,0,0,-46850261.46,0.00495,3,4,2026-09-03,0.81846,2026-09-03,0.222222,2.321462,10,0,0.1334,0.020167,0.14707,3.683177,-0.34731,-0.217233,0.049023,-0.16821,0.008797,0.13,0.10576,-0.315475
2026-09-03,ABBV,AbbVie,Health Care,Biotechnology,S&P 500,260.21,,459821580288,74.1339,2878299,29,0.0029,0.591562,2026-07-31,2026-09-03,2.904,17.039,8.141,-0.199938,0.036689,0.72792,,-0.027143,0,0,0,-8177500,0.0011,1,1,2026-09-03,0.77394,2026-09-03,0.094444,2.090693,15,-0.2,0.133133,0.069118,0.40035,,0.049633,0.203095,0.025638,0.228732,-0.022733,0.102,,-0.356131
2026-09-03,ACN,Accenture,Information Technology,IT Consulting & Other Services,S&P 500,193.12,2.89855,118178250752,15.424919,5420176,25,0.0059,0.890904,2026-10-01,2026-09-03,0.09,9.117,1.614,-0.084732,0.102298,0.32013,,-0.336563,0,0,0,0,0.00036,0,0,2026-09-03,0.82532,2026-09-03,0.205556,-0.137734,11,-0.454545,-0.046909,0.015184,0.16964,3.705224,-0.442955,-0.476862,0.213006,-0.263856,-0.027263,0.056,0.24406,-0.46111
2026-09-03,ADBE,Adobe Inc.,Information Technology,Application Software,S&P 500,285.75,2.13017,113585627136,15.999439,3530423,34,0.0045,0.798207,2026-09-10,2026-09-03,0.079,11.824,4.565,0.457652,0.081158,0.89404,0.000594,-0.229494,0,0,0,-109961.28,0.00223,1,1,2026-09-03,0.87205,2026-09-03,0.083333,0.149142,15,0.133333,0.175867,0.063304,0.35328,9.898847,-0.37734,-0.361707,0.163467,-0.198241,0.007146,0.127,0.62954,-0.340634
2026-09-03,AMD,Advanced Micro Devices,Information Technology,Semiconductors,S&P 500,456.16,-19.6909,744669773824,116.36735,14826068,49,0.0041,0.599782,2026-08-04,2026-09-03,1.595,76.964,17.817,1.939015,0.011873,0.55724,,-0.219879,0,0,0,-45045752.81,0.00424,6,44,2026-09-03,0.75429,2026-09-03,0.083333,-0.92397,15,0.066667,0.0822,,0.1725,11.074264,1.645921,1.915694,-0.090674,1.82502,,0.501,0.10196,-0.433397
2026-09-03,AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,S&P 500,14.78,-13.5138,10544623616,5.53558,9147096,8,0.0035,0.592006,2026-11-04,2026-09-03,9.511,12.166,3.793,,-0.292957,0.2027,0.043552,-0.162606,,,,,0.00576,,,2026-05-07,0.91357,2026-09-03,0.477778,7.63882,6,0,0.100833,,0.18673,2.132756,-0.034475,0.141666,0.002959,0.144625,0.111791,0.199,0.09574,0.104331
2026-09-03,AFL,Aflac,Financials,Life & Health Insurance,S&P 500,118.36,,59338993664,12.768068,2055178,15,0.0058,0.580319,2026-11-04,2026-09-03,0.468,10.978,3.685,,0.086827,0.50888,,-0.091077,0,0,0,-12073214.42,0.10934,1,13,2026-09-03,0.60276,2026-09-03,0.25,1.193899,15,0,0.058933,0.015118,0.25723,1.961161,-0.082681,0.122345,-0.025927,0.096418,-0.289324,-0.01,0.16908,-0.006723
2026-09-03,A,Agilent Technologies,Health Care,Life Sciences Tools & Services,S&P 500,149.98,,42289233920,29.581852,2255846,20,0.0059,0.875608,2026-08-26,2026-09-03,0.085,21.478,6.06,1.454148,0.025074,0.53649,,-0.084092,0,0,0,0,0.00195,0,0,2026-09-03,0.95494,2026-09-03,0.194444,1.149038,15,-0.133333,0.091267,0.017366,0.25559,5.743499,-0.003255,0.117078,0.058767,0.175845,-0.019568,0.081,0.20971,0.348306
2026-09-03,APD,Air Products,Materials,Industrial Gases,S&P 500,304.22,-1.6901,67745394688,31.339148,721413,19,0.005,0.094347,2026-07-30,2026-09-03,,18.858,6.961,-4.684495,-0.022105,0.32056,,-0.033823,0,0,0,-824404.64,0.01895,1,1,2026-09-03,0.9325,2026-09-03,0.205556,3.71248,15,-0.333333,-0.292533,0.420491,0.25536,4.879465,-0.111515,0.05094,0.016644,0.067584,-0.041895,0.046,0.00023,-0.113491
2026-09-03,ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,185.25,1.08589,110925045760,41.817158,4975826,40,0.0039,,2026-08-06,2026-09-03,0.334,36.091,7.573,,0.02891,0.82901,,-0.042403,0,0,0,-85982694.02,0.01923,2,18,2026-09-03,0.89516,2026-09-03,0.083333,-3.467222,15,0,-0.092333,0.144208,0.21009,14.01392,0.301072,0.332006,0.148165,0.480171,-0.013323,0.165,0.34542,0.105815
2026-09-03,AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,S&P 500,106.5,1.34171,15305819136,38.035713,3350308,23,0.0034,0.773745,2026-08-06,2026-09-03,-0.268,19.714,4.925,0.368466,0.046392,0.57452,,-0.356301,0,0,0,-736244.63,0.02128,3,3,2026-09-03,1.13913,2026-09-03,0.211111,5.540893,12,0.166667,0.143417,,0.07629,3.220442,0.182346,0.446367,-0.084921,0.361446,0.050075,0.054,0.08918,-0.256562
2026-09-03,ALB,Albemarle Corporation,Materials,Specialty Chemicals,S&P 500,132.16,-4.05807,15595548672,508.30774,2861479,20,0.0054,0.198331,2026-08-05,2026-09-03,,12.45,3.124,2.612132,0.085559,0.2396,0.190581,-0.401991,0,0,0,0,0.00197,0,0,2026-09-03,1.01613,2026-09-03,0.194444,0.247729,15,-0.066667,0.231667,0.317892,0.2771,1.939536,0.510255,0.661555,0.027799,0.689355,-0.015961,0.311,0.02648,-0.156872
2026-09-03,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,S&P 500,52.69,-5.69093,9067700224,,1430281,14,0.0033,0.176305,2026-10-26,2026-09-03,,14.31,8.978,,0.148326,0.68199,,-0.402879,,,,,0.01385,,,,0.99616,2026-09-03,0.261111,7.125561,15,-0.2,0.082333,,0.17282,0.578356,-0.556667,-0.415975,0.038407,-0.377568,-0.015319,-0.119,-0.04076,0.121444
2026-09-03,ALGN,Align Technology,Health Care,Health Care Supplies,S&P 500,159.855,,11356076032,27.608809,694132,15,0.0031,0.836936,2026-07-29,2026-09-03,-0.121,11.4,2.506,0.754148,0.051458,0.70365,,-0.20248,0,0,0,-1508645.66,0.06132,1,1,2026-09-03,1.05172,2026-09-03,0.266667,-1.078772,14,0,0.199786,,0.18247,2.690844,0.002415,0.251873,-0.070359,0.181514,-0.000329,0.043,0.10155,-0.122163
2026-09-03,ALLE,Allegion,Industrials,Building Products,S&P 500,155.56,,13228321792,20.441525,1022158,11,0.0078,0.879777,2026-07-23,2026-09-03,0.162,14.419,3.528,1.103232,0.036622,0.44801,,-0.150456,1,1,0.2,-1826123.55,0.00231,5,7,2026-09-03,1.05228,2026-09-03,0.294444,1.812351,15,0,0.157333,0.012062,0.22102,6.245634,-0.27093,-0.116056,0.024226,-0.09183,0.029356,0.127,0.3373,0.278323
2026-09-03,LNT,Alliant Energy,Utilities,Electric Utilities,S&P 500,68,,17631358976,21.451103,2345866,12,0.0049,0.764933,2026-07-30,2026-09-03,-0.04,16.252,6.711,-0.557697,-0.06458,0.44502,,-0.137165,0,0,0,-6.65,0.00154,1,1,2026-09-03,0.99161,2026-09-03,0.416667,6.61181,7,-0.142857,0.280571,0.045867,0.19053,2.341759,-0.130817,0.109349,-0.061067,0.048282,-0.069689,0.01,0.11135,-0.207071
2026-09-03,ALL,Allstate,Financials,Property & Casualty Insurance,S&P 500,263.11,1.45369,66529452032,5.192619,1328575,22,0.0061,0.610754,2026-11-04,2026-09-03,0.612,4.107,1.002,1.338295,0.227848,0.36801,,-0.050898,0,0,0,-23757316.68,0.00497,2,5,2026-09-03,0.86256,2026-09-03,0.172222,0.104113,15,-0.066667,0.115,,0.22827,2.108405,0.065752,0.215301,0.029551,0.244852,0.088296,0.118,0.46114,-0.140369
2026-09-03,GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,S&P 500,342.48,1.58994,4188508258304,16.92095,20685797,54,0.0034,0.600509,2026-07-22,2026-09-03,2.94,23.59,9.162,0.522001,0.005411,0.60897,,-0.161841,0,0,0,-27692.22,0.01596,1,1,2026-09-03,0.81059,2026-09-03,0.083333,-0.702704,15,0.133333,0.153733,0.016466,0.34033,6.729016,0.255454,0.452477,-0.017924,0.434553,0.024436,0.242,0.48676,-0.229179
2026-09-03,GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,S&P 500,339.08,1.58787,4146926190592,16.752964,12835737,15,0.0034,0.600509,2026-07-22,2026-09-03,2.94,23.349,9.068,0.522001,0.005465,0.60897,,-0.161668,0,0,0,-27692.22,0.00522,1,1,2026-09-03,0.622,2026-09-03,0.25,-0.702704,15,-0.2,0.115733,0.016466,0.34033,6.662213,0.240214,0.441538,-0.022224,0.419314,0.024436,0.242,0.48676,-0.19416
2026-09-03,MO,Altria,Consumer Staples,Tobacco,S&P 500,69.49,-10.0632,116030496768,14.629474,5304202,11,0.0086,0.772248,2026-10-29,2026-09-03,-0.027,8.77,6.764,-0.060499,0.07787,0.8717,-0.005838,-0.098235,0,0,0,-1885718.44,0.00116,1,1,2026-09-03,0.65241,2026-09-03,0.294444,1.408549,15,-0.133333,-0.129533,0.066841,0.61464,,-0.13387,0.052041,-0.006812,0.045229,-0.03066,0.012,,-0.040298
2026-09-03,AMZN,Amazon,Consumer Discretionary,Broadline Retail,S&P 500,258.9,1.53737,2792576516096,20.531324,26809147,60,0.0025,0.603329,2026-07-30,2026-09-03,2.423,17.294,3.766,,0.001153,0.5077,,-0.098538,0,0,0,-17067545.44,0.08866,6,21,2026-09-03,0.6873,2026-09-03,0.083333,0.761621,15,0.066667,0.247667,0.013396,0.13689,5.06099,-0.081609,0.073469,0.024021,0.097491,0.030133,0.196,0.30558,-0.327669
2026-09-03,AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,45.89,-1.69238,21217044480,19.61111,3615738,13,0.0073,0.590307,2026-08-12,2026-09-03,-0.117,9.965,1.499,-0.319319,0.070886,0.19952,0.004998,-0.099136,0,0,0,0,0.00261,0,0,2026-09-03,0.80984,2026-09-03,0.405556,3.966346,7,-0.142857,0.106857,0.010868,0.09691,1.798057,-0.061016,0.102877,0.015207,0.118084,0.093106,0.259,0.09396,-0.02051
2026-09-03,AEE,Ameren,Utilities,Multi-Utilities,S&P 500,106.41,,29458892800,18.668423,1692731,15,0.0032,0.742205,2026-07-30,2026-09-03,0.119,13.142,6.109,-0.446162,-0.060635,0.52408,,-0.100659,0,0,0,-850331.02,0.00324,3,4,2026-09-03,0.90218,2026-09-03,0.366667,5.574425,8,-0.125,0.04775,0.037417,0.25236,2.152001,-0.129437,0.086598,-0.036935,0.049663,-0.095755,-0.062,0.11943,-0.228511
2026-09-03,AEP,American Electric Power,Utilities,Electric Utilities,S&P 500,124.71,,67891798016,21.613518,2283313,20,0.0034,0.78926,2026-07-30,2026-09-03,-0.432,13.515,5.354,,-0.088316,0.46352,,-0.112889,0,0,0,0,0.00034,0,0,2026-09-03,0.94314,2026-09-03,0.227778,5.861336,13,0,0.147538,0.035164,0.23251,2.116275,-0.041673,0.176164,-0.038737,0.137426,-0.006951,0.07,0.10131,-0.235013
2026-09-03,AXP,American Express,Financials,Consumer Finance,S&P 500,329.82,-4.84889,222730698752,20.037668,2165325,25,0.0086,0.909913,2026-10-23,2026-09-03,0.11,,3.329,0.033427,,0.62338,,-0.14883,0,0,0,-2972919.51,0.22558,1,1,2026-09-03,0.64794,2026-09-03,0.138889,,15,-0.066667,0.1876,,0.2032,6.494438,-0.181126,0.03365,-0.035676,-0.002026,-0.006233,0.128,0.34377,-0.168388
2026-09-03,AIG,American International Group,Financials,Multi-line Insurance,S&P 500,76.86,,40189571072,14.025548,5458005,20,0.0061,0.159587,2026-08-06,2026-09-03,-0.101,4.768,1.453,,0.183257,0.35087,,-0.119487,0,0,0,-18098333.66,0.00534,1,3,2026-09-03,1.00353,2026-09-03,0.244444,-0.167935,12,-0.5,0.213083,,0.19414,0.993203,-0.217984,-0.026256,-0.012628,-0.038884,0.018762,0.005,0.0722,-0.150903
2026-09-03,AMT,American Tower,Real Estate,Telecom Tower REITs,S&P 500,177.75,2.7932,82824404992,23.795181,1963008,23,0.0028,0.494306,2026-07-28,2026-09-03,1.385,18.82,12.117,,0.035255,0.73774,,-0.108576,1,1,0.2,-703357.66,0.00076,2,4,2026-09-03,0.96707,2026-09-03,0.177778,6.135001,14,0.214286,0.131357,0.034057,0.45411,22.266066,-0.292739,-0.153672,0.040032,-0.11364,-0.009182,0.047,0.33914,-0.317469
2026-09-03,AWK,American Water Works,Utilities,Water Utilities,S&P 500,140.89,1.00365,27998926848,24.166382,1835739,11,0.0072,0.800128,2026-10-28,2026-09-03,0.086,15.05,8.297,,-0.063766,0.61469,,-0.032615,0,0,0,0,0.00116,0,0,2026-09-03,1.06686,2026-09-03,0.361111,5.438036,11,0.181818,0.122636,,0.40664,2.400252,-0.207721,-0.074838,0.046216,-0.028621,0.008134,0.062,0.10095,-0.122398
2026-09-03,AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,S&P 500,565.08,2.3974,49915334656,13.333648,470138,11,0.0037,0.799101,2026-07-23,2026-09-03,0.117,,2.214,0.031969,0.058161,0.54932,,-0.013064,0,0,0,-26145040.83,0.00181,5,11,2026-09-03,0.91648,2026-09-03,0.311111,,14,0.071429,-0.003286,,0.3072,7.851169,-0.051218,0.0641,0.063782,0.127882,0.026099,0.116,0.63432,-0.346572
2026-09-03,AME,Ametek,Industrials,Electrical Components & Equipment,S&P 500,234.2,,53692985344,34.139942,1232675,18,0.0051,0.920003,2026-08-04,2026-09-03,0.142,22.197,7.059,0.80317,0.027792,0.36906,,-0.103232,1,1,0.2,-655032,0.00393,1,2,2026-09-03,0.92737,2026-09-03,0.25,0.726001,13,0.076923,0.147385,0.007306,0.26182,4.768109,0.064912,0.274016,-0.030004,0.244012,0.036358,0.15,0.14562,0.125233
2026-09-03,AMGN,Amgen,Health Care,Biotechnology,S&P 500,444.12,,240105488384,27.465677,1842232,29,0.0053,0.632714,2026-08-04,2026-09-03,0.649,16.413,7.44,-0.523647,0.036008,0.71891,,-0.00651,0,0,0,-4106812.06,0.00225,3,6,2026-09-03,0.85134,2026-09-03,0.144444,2.508397,12,0.083333,0.201333,,0.35548,20.54209,0.401907,0.452421,0.128585,0.581007,0.093764,0.095,0.91473,-0.172545
2026-09-03,APH,Amphenol,Information Technology,Electronic Components,S&P 500,82.07,2.53623,202381901824,41.035,10184303,17,0.0057,0.703822,2026-10-28,2026-09-03,0.593,22.814,7.442,1.11761,0.018867,0.38952,,-0.080551,0,0,0,-180409597.16,0.00533,4,7,2026-09-03,0.96741,2026-09-03,0.227778,1.415112,15,0.266667,0.169,,0.29779,13.060153,0.240679,0.400431,0.019347,0.419778,,0.55,0.38115,-0.223971
2026-09-03,ADI,Analog Devices,Information Technology,Semiconductors,S&P 500,356.5,,172747587584,42.18935,3777049,32,0.0075,0.65206,2026-08-19,2026-09-03,1.635,25.942,12.937,1.606752,0.024008,0.658,,-0.200511,0,0,0,-4942744.48,0.00241,3,3,2026-09-03,0.9381,2026-09-03,0.1,0.987928,14,0.214286,0.14,,0.39503,5.148832,0.26623,0.506213,-0.060883,0.445329,,0.396,0.12227,-0.171013
2026-09-03,AON,Aon plc,Financials,Insurance Brokers,S&P 500,327,-1.17263,69365022720,18.247768,1464126,16,0.0049,0.696894,2026-07-29,2026-09-03,-0.03,14.28,4.793,-0.152208,0.046001,0.48154,,-0.14474,1,1,0.2,4890438.29,0.01012,1,13,2026-09-03,0.93258,2026-09-03,0.255556,2.504576,14,0,0.056357,,0.23457,7.222689,-0.286133,-0.033456,-0.073577,-0.107033,0.011409,0.022,0.44699,-0.171115
2026-09-03,APA,APA Corporation,Energy,Oil & Gas Exploration & Production,S&P 500,44.18,-1.15225,15478530048,9.320676,3613646,24,0.0072,0.553989,2026-08-05,2026-09-03,0.263,3.468,2.314,,0.138692,0.78255,,-0.032413,0,0,0,0,0.00443,0,0,2026-09-03,1.09814,2026-09-03,0.183333,0.600874,13,0.076923,0.356308,,0.56331,2.206573,0.727897,0.726622,0.180374,0.906997,,0.092,0.26659,-0.109806
2026-09-03,APO,Apollo Global Management,Financials,Asset Management & Custody Banks,S&P 500,134.49,1.66302,79422152704,47.189476,1895281,19,0.0069,0.372276,2026-08-04,2026-09-03,0.637,,2.685,,,0.36142,,-0.122643,0,0,0,-422535,0.26338,1,1,2026-09-03,0.6802,2026-09-03,0.222222,,14,-0.285714,0.07,,0.21952,3.950592,-0.173474,-0.057528,0.063154,0.005625,0.724917,0.638,0.11412,-0.373405
2026-09-03,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,328.21,1.00012,4789955985408,37.29659,37197362,39,0.0035,0.805419,2026-07-30,2026-09-03,0.287,28.649,10.308,0.115103,0.022489,0.48653,0.035655,-0.047479,0,0,0,-1823201.04,0.01648,2,5,2026-09-03,0.66373,2026-09-03,0.083333,0.130657,15,-0.133333,0.0236,0.019502,0.32623,44.593746,0.176143,0.308495,0.046747,0.355242,-0.002387,0.164,1.48751,-0.302079
2026-09-03,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,S&P 500,435.91,,345937051648,37.643353,5998175,35,0.0083,0.798894,2026-11-12,2026-09-03,0.428,33.88,11.157,0.048704,0.00889,0.49398,,-0.41067,0,0,0,-141021149.11,0.0033,5,27,2026-09-03,0.86254,2026-09-03,0.1,-0.18582,14,0,0.070286,,0.33736,13.499427,1.591755,1.965173,-0.194319,1.770854,0.006412,0.248,0.41068,-0.319376
2026-09-03,APP,AppLovin,Communication Services,Advertising,S&P 500,313.58,-1.71447,105343909888,24.517591,4450354,31,0.0054,0.660596,2026-08-05,2026-09-03,0.57,19.465,15.434,,0.030186,0.88464,,-0.579432,0,0,0,0,0.14314,0,0,2026-09-03,0.76086,2026-09-03,0.083333,0.085277,15,-0.133333,0.0558,,0.77678,33.239346,-0.528296,-0.134871,-0.214325,-0.349196,,0.528,2.03686,-0.244351
2026-09-03,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,S&P 500,46.53,3.33111,9661178880,21.054298,3518542,18,0.0068,0.419008,2026-08-04,2026-09-03,-0.353,4.511,0.711,-0.112167,0.167254,0.19251,,-0.476779,0,0,0,0,0.00841,0,0,2026-05-07,1.07356,2026-09-03,0.316667,1.522734,9,-0.111111,-0.079667,0.043592,0.12676,1.107646,-0.619303,-0.30446,-0.135744,-0.440204,-0.030648,0.023,0.05158,0.566695
2026-09-03,ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,S&P 500,99.83,1.64953,34064904192,7.685143,7677085,19,0.0038,0.827966,2026-07-28,2026-09-03,-0.071,6.213,1.798,1.420595,0.126292,0.38758,,-0.067793,0,0,0,-1093528.61,0.02683,1,1,2026-09-03,0.94359,2026-09-03,0.305556,-0.031986,9,0.111111,0.136333,,0.26585,1.461255,-0.103297,0.076415,-0.000613,0.075802,-0.072019,-0.105,0.19936,0.115541
2026-09-03,ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,S&P 500,84.38,-1.17123,40667750400,23.309393,2601717,10,0.0048,0.573879,2026-08-04,2026-09-03,3.156,16.433,0.599,0.488245,0.028638,0.0687,0.020587,-0.046123,0,0,0,0,0.00707,0,0,2026-09-03,0.88936,2026-09-03,0.305556,2.754257,15,0.133333,0.0618,,0.04008,1.725315,0.177431,0.309933,0.046597,0.35653,0.055964,0.072,0.07642,0.00299
2026-09-03,ARES,Ares Management,Financials,Asset Management & Custody Banks,S&P 500,141.52,2.50616,46679896064,64.917435,3172909,18,0.0082,,2026-07-31,2026-09-03,0.065,35.886,8.572,,0.046267,0.37407,,-0.242601,0,0,0,-235750000,0.11158,1,1,2026-09-03,0.93548,2026-09-03,0.233333,9.103064,14,0,0.063143,,0.19381,12.8293,-0.400463,-0.310559,0.089195,-0.221364,-0.050115,0.058,0.14941,-0.206526
2026-09-03,ANET,Arista Networks,Information Technology,Communications Equipment,S&P 500,191.44,2.86942,241448861696,60.58228,4108431,28,0.004,0.829359,2026-08-04,2026-09-03,0.357,49.165,21.64,2.866147,0.016117,0.63004,-0.023207,-0.109126,0,0,0,-71662106.15,0.17247,5,28,2026-09-03,0.73326,2026-09-03,0.122222,-2.875959,14,-0.142857,0.029214,0.01266,0.45393,16.316374,0.123666,0.249571,0.053194,0.302765,0.025603,0.377,0.31476,-0.320738
2026-09-03,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,S&P 500,266.66,,68355891200,43.858555,1499376,18,0.0035,0.703513,2026-07-30,2026-09-03,-0.107,18.912,5.367,,0.030463,0.43186,,-0.149546,0,0,0,-4140559.5,0.00866,2,2,2026-09-03,0.95553,2026-09-03,0.25,2.966418,13,0.230769,0.201538,,0.1916,2.881689,-0.29515,-0.174754,0.058704,-0.116051,0.047246,0.309,0.06722,-0.084357
2026-09-03,AIZ,Assurant,Financials,Multi-line Insurance,S&P 500,287.71,1.28137,14190941184,13.779215,207807,6,0.0039,0.789454,2026-08-04,2026-09-03,0.305,8.27,1.068,1.832617,0.151475,0.13273,,-0.053399,0,0,0,-3027957.42,0.00708,2,2,2026-09-03,0.99967,2026-09-03,0.45,0.100282,9,0.111111,0.228,,0.11734,2.329938,0.16612,0.316549,0.02867,0.34522,-0.018934,0.094,0.18342,-0.180688
2026-09-03,T,AT&T,Communication Services,Integrated Telecommunication Services,S&P 500,26.19,,179463995392,8.558824,32838717,23,0.0051,0.633211,2026-10-21,2026-09-03,0.062,7.691,2.717,-0.35517,0.056513,0.59721,,-0.120846,0,0,0,0,0.00091,0,0,2026-09-03,0.6851,2026-09-03,0.161111,3.297492,15,-0.266667,0.099133,0.045249,0.24786,1.631166,-0.302114,-0.242753,0.119738,-0.123015,-0.005685,0.023,0.18339,-0.524931
2026-09-03,ATO,Atmos Energy,Utilities,Gas Utilities,S&P 500,169.12,,28579344384,19.990543,688539,11,0.0046,0.723735,2026-08-05,2026-09-03,0.233,14.626,7.799,,-0.077712,0.62212,,-0.1215,1,1,0.2,50278.35,0.00401,0,1,2026-09-03,0.97831,2026-09-03,0.361111,3.735441,11,0,0.309091,0.034111,0.37224,1.873034,-0.161562,0.040276,-0.022738,0.017537,0.041927,0.048,0.09792,-0.248575
2026-09-03,ADSK,Autodesk,Information Technology,Application Software,S&P 500,237.52,-1.74161,49641680896,30.806746,2377903,34,0.0051,0.743614,2026-08-27,2026-09-03,0.596,21.519,6.315,1.103203,0.063606,0.92503,0.004166,-0.278252,1,1,0.2,378400,0.0023,0,1,2026-09-03,1.01347,2026-09-03,0.133333,-0.19685,12,0.083333,0.143167,0.043777,0.29228,14.673504,-0.423528,-0.280671,0.036242,-0.244428,-0.023801,0.161,0.53854,-0.165775
2026-09-03,ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,S&P 500,283.53,,112635904000,25.91682,2346402,15,0.0039,0.87115,2026-07-29,2026-09-03,0.098,17.769,5.191,,0.046549,0.48653,,-0.063268,0,0,0,0,0.00181,0,0,2026-09-03,0.91669,2026-09-03,0.25,0.200368,15,0,0.2514,,0.23459,18.701273,-0.245602,-0.159116,0.092613,-0.066503,-0.064515,0.068,0.72239,-0.240892
2026-09-03,AZO,AutoZone,Consumer Discretionary,Automotive Retail,S&P 500,2968.04,1.14227,57978097664,20.201742,282789,23,0.0073,0.896089,2026-09-22,2026-09-03,0.077,14.369,3.066,0.27072,0.014725,0.51754,-0.005679,-0.323618,0,0,0,-4510500,0.00259,1,1,2026-09-03,0.98149,2026-09-03,0.227778,3.005642,11,0,0.168909,0.014872,0.19082,,-0.483618,-0.280769,-0.023749,-0.304519,0.002861,0.084,,-0.077532
2026-09-03,AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,173.03,,13113622528,18.931072,814044,10,0.0071,0.926154,2026-07-30,2026-09-03,0.108,11.042,1.787,-0.714729,0.076607,0.28978,,-0.132856,0,0,0,-298944.62,0.00641,1,1,2026-09-03,1.0051,2026-09-03,0.405556,2.278984,9,-0.111111,0.128778,,0.13586,5.654206,-0.141256,0.018066,0.019778,0.037844,-0.091961,0.109,0.3116,0.52881
2026-09-03,AXON,Axon Enterprise,Industrials,Aerospace & Defense,S&P 500,538.15,6.14817,43717918720,212.70752,869288,19,0.0067,0.570305,2026-08-05,2026-09-03,-0.182,,13.941,-3.175887,0.005082,0.59525,0.000297,-0.320655,0,0,0,-15655488.99,0.04548,2,52,2026-09-03,0.91234,2026-09-03,0.205556,7.014118,15,0.133333,0.002933,0.027659,0.0517,11.897287,-0.48309,-0.25853,-0.045461,-0.303991,0.01531,0.353,0.06221,-0.213498
2026-09-03,BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,S&P 500,63.64,-1.53179,63173775360,20.797386,4624485,23,0.0083,0.186356,2026-07-26,2026-09-03,-0.042,12.932,2.257,,0.069887,0.23657,,-0.096151,0,0,0,-27516838.65,0.00151,3,5,2026-09-03,1.00091,2026-09-03,0.194444,-0.159331,13,0.153846,0.298231,0.026129,0.1283,3.172166,0.216194,0.329011,0.066282,0.395294,-0.049208,-0.024,0.16463,-0.227602
2026-09-03,BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",S&P 500,62.93,,16657782784,18.031519,2114070,14,0.0029,0.370317,2026-08-04,2026-09-03,0.092,11.445,1.659,-0.153583,0.022805,0.1863,,-0.078489,0,0,0,-914139.28,0.00256,2,3,2026-09-03,0.90376,2026-09-03,0.377778,3.411368,8,-0.25,0.08075,,0.09232,2.897997,0.063539,0.241295,0.001343,0.242638,,0.197,0.17151,-0.320456
